Program,Year,County,Commodity,Value(acres)
CENSUS,1997,COLUMBUS,AG LAND,"22,225"
CENSUS,1997,COLUMBUS,AG LAND,"66,568"
CENSUS,1997,COLUMBUS,AG LAND,"9,747"
CENSUS,1997,CUMBERLAND,AG LAND,"15,577"
CENSUS,1997,CUMBERLAND,AG LAND,"27,375"
CENSUS,1997,CUMBERLAND,AG LAND,"2,902"
CENSUS,1997,DUPLIN,AG LAND,"33,062"
CENSUS,1997,DUPLIN,AG LAND,"89,390"
CENSUS,1997,DUPLIN,AG LAND,"14,104"
CENSUS,1997,HARNETT,AG LAND,"6,060"
CENSUS,1997,HARNETT,AG LAND,"40,788"
CENSUS,1997,HARNETT,AG LAND,"5,519"
CENSUS,1997,HOKE,AG LAND,"4,987"
CENSUS,1997,HOKE,AG LAND,"26,140"
CENSUS,1997,HOKE,AG LAND,"5,573"
CENSUS,1997,NEW HANOVER,AG LAND,"1,130"
CENSUS,1997,NEW HANOVER,AG LAND, (D)
CENSUS,1997,NEW HANOVER,AG LAND, (D)
CENSUS,1997,ONSLOW,AG LAND,"6,467"
CENSUS,1997,ONSLOW,AG LAND,"25,817"
CENSUS,1997,ONSLOW,AG LAND,"3,278"
CENSUS,1997,PENDER,AG LAND,"5,586"
CENSUS,1997,PENDER,AG LAND,"25,479"
CENSUS,1997,PENDER,AG LAND,"3,397"
CENSUS,1997,ROBESON,AG LAND,"31,962"
CENSUS,1997,ROBESON,AG LAND,"145,599"
CENSUS,1997,ROBESON,AG LAND,"23,039"
CENSUS,1997,SAMPSON,AG LAND,"21,074"
CENSUS,1997,SAMPSON,AG LAND,"125,106"
CENSUS,1997,SAMPSON,AG LAND,"13,600"
CENSUS,1997,SCOTLAND,AG LAND,"2,967"
CENSUS,1997,SCOTLAND,AG LAND,"22,787"
CENSUS,1997,SCOTLAND,AG LAND,"5,459"
CENSUS,1997,ANSON,AG LAND,"3,740"
CENSUS,1997,ANSON,AG LAND,"14,617"
CENSUS,1997,ANSON,AG LAND,846
CENSUS,1997,CABARRUS,AG LAND,"6,877"
CENSUS,1997,CABARRUS,AG LAND,"15,342"
CENSUS,1997,CABARRUS,AG LAND,"1,238"
CENSUS,1997,CLEVELAND,AG LAND,"9,254"
CENSUS,1997,CLEVELAND,AG LAND,"18,050"
CENSUS,1997,CLEVELAND,AG LAND,"2,499"
CENSUS,1997,GASTON,AG LAND,"5,106"
CENSUS,1997,GASTON,AG LAND,"4,942"
CENSUS,1997,GASTON,AG LAND,885
CENSUS,1997,LINCOLN,AG LAND,"6,595"
CENSUS,1997,LINCOLN,AG LAND,"16,245"
CENSUS,1997,LINCOLN,AG LAND,574
CENSUS,1997,MECKLENBURG,AG LAND,"2,423"
CENSUS,1997,MECKLENBURG,AG LAND,"6,316"
CENSUS,1997,MECKLENBURG,AG LAND,680
CENSUS,1997,MONTGOMERY,AG LAND,"2,335"
CENSUS,1997,MONTGOMERY,AG LAND,"4,104"
CENSUS,1997,MONTGOMERY,AG LAND,32
CENSUS,1997,MOORE,AG LAND,"4,970"
CENSUS,1997,MOORE,AG LAND,"12,312"
CENSUS,1997,MOORE,AG LAND,"1,042"
CENSUS,1997,RICHMOND,AG LAND,"3,469"
CENSUS,1997,RICHMOND,AG LAND,"11,834"
CENSUS,1997,RICHMOND,AG LAND,"1,925"
CENSUS,1997,STANLY,AG LAND,"5,816"
CENSUS,1997,STANLY,AG LAND,"41,751"
CENSUS,1997,STANLY,AG LAND,"2,922"
CENSUS,1997,UNION,AG LAND,"15,852"
CENSUS,1997,UNION,AG LAND,"81,570"
CENSUS,1997,UNION,AG LAND,"6,031"
CENSUS,1997,BUNCOMBE,AG LAND,"6,287"
CENSUS,1997,BUNCOMBE,AG LAND,"8,717"
CENSUS,1997,BUNCOMBE,AG LAND,968
CENSUS,1997,BURKE,AG LAND,"2,863"
CENSUS,1997,BURKE,AG LAND,"5,260"
CENSUS,1997,BURKE,AG LAND,676
CENSUS,1997,CHEROKEE,AG LAND,"1,742"
CENSUS,1997,CHEROKEE,AG LAND,"2,754"
CENSUS,1997,CHEROKEE,AG LAND,256
CENSUS,1997,CLAY,AG LAND,"1,282"
CENSUS,1997,CLAY,AG LAND,"2,515"
CENSUS,1997,CLAY,AG LAND,142
CENSUS,1997,GRAHAM,AG LAND,371
CENSUS,1997,GRAHAM,AG LAND,413
CENSUS,1997,GRAHAM,AG LAND,32
CENSUS,1997,HAYWOOD,AG LAND,"3,368"
CENSUS,1997,HAYWOOD,AG LAND,"7,119"
CENSUS,1997,HAYWOOD,AG LAND,604
CENSUS,1997,HENDERSON,AG LAND,"5,733"
CENSUS,1997,HENDERSON,AG LAND,"15,370"
CENSUS,1997,HENDERSON,AG LAND,"1,603"
CENSUS,1997,JACKSON,AG LAND, (D)
CENSUS,1997,JACKSON,AG LAND,"2,170"
CENSUS,1997,JACKSON,AG LAND, (D)
CENSUS,1997,MACON,AG LAND,"1,753"
CENSUS,1997,MACON,AG LAND,"2,574"
CENSUS,1997,MACON,AG LAND,249
CENSUS,1997,MADISON,AG LAND,"4,230"
CENSUS,1997,MADISON,AG LAND,"3,087"
CENSUS,1997,MADISON,AG LAND,426
CENSUS,1997,MCDOWELL,AG LAND,"1,423"
CENSUS,1997,MCDOWELL,AG LAND,"4,101"
CENSUS,1997,MCDOWELL,AG LAND,354
CENSUS,1997,MITCHELL,AG LAND,"2,276"
CENSUS,1997,MITCHELL,AG LAND,"1,625"
CENSUS,1997,MITCHELL,AG LAND,88
CENSUS,1997,POLK,AG LAND,"2,141"
CENSUS,1997,POLK,AG LAND,"3,171"
CENSUS,1997,POLK,AG LAND,34
CENSUS,1997,RUTHERFORD,AG LAND,"5,711"
CENSUS,1997,RUTHERFORD,AG LAND,"7,954"
CENSUS,1997,RUTHERFORD,AG LAND,668
CENSUS,1997,SWAIN,AG LAND,359
CENSUS,1997,SWAIN,AG LAND,410
CENSUS,1997,SWAIN,AG LAND,248
CENSUS,1997,TRANSYLVANIA,AG LAND,"1,071"
CENSUS,1997,TRANSYLVANIA,AG LAND,"2,124"
CENSUS,1997,TRANSYLVANIA,AG LAND,201
CENSUS,1997,YANCEY,AG LAND,"2,202"
CENSUS,1997,YANCEY,AG LAND,"2,185"
CENSUS,1997,YANCEY,AG LAND,262
